room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
1541166,552418,Entire home/apt,,Charlestown,15,5.0,2.0,0.0,143.0,2.0,42.381594,-71.078915,2016-02-17 07:51:39.099486
4526315,4705050,Entire home/apt,,Jamaica Plain,20,5.0,,5.0,450.0,3.0,42.313592,-71.122621,2016-02-17 07:51:33.046605
6410674,1416883,Private room,,Beacon Hill,31,5.0,2.0,1.0,65.0,2.0,42.360079,-71.066966,2016-02-17 07:51:25.499275
4573388,5578043,Entire home/apt,,North End,29,4.5,4.0,2.0,139.0,1.0,42.363812,-71.053423,2016-02-17 07:50:57.501038
2529318,12952234,Entire home/apt,,Mattapan,23,5.0,5.0,2.0,150.0,3.0,42.273669,-71.077094,2016-02-17 07:49:10.991791
7910223,30490577,Entire home/apt,,Jamaica Plain,25,5.0,4.0,1.0,150.0,1.0,42.315923,-71.09958,2016-02-17 07:49:02.680382
6766281,35423230,Private room,,Allston,1,,1.0,1.0,31.0,1.0,42.354919,-71.137052,2016-02-17 07:48:43.715671
7966317,3333785,Entire home/apt,,East Boston,7,4.5,4.0,1.0,110.0,1.0,42.377949,-71.034602,2016-02-17 07:47:56.054765
1112193,6103425,Private room,,Dorchester,75,4.5,2.0,1.0,80.0,1.0,42.298876,-71.064891,2016-02-17 07:47:34.777989
7508865,30283594,Entire home/apt,,Fenway,2,3.5,3.0,1.0,129.0,3.0,42.343517,-71.102041,2016-02-17 07:47:31.717281
7052171,36885389,Private room,,Allston,1,5.0,1.0,1.0,39.0,1.0,42.347638,-71.132359,2016-02-17 07:46:39.592187
2022303,10393465,Entire home/apt,,South Boston,62,5.0,4.0,2.0,250.0,1.0,42.341792,-71.052736,2016-02-17 07:46:19.545698
9299923,12243051,Entire home/apt,,Downtown,0,,4.0,1.0,143.0,2.0,42.358729,-71.061403,2016-02-17 07:46:13.397621
9504177,20934696,Entire home/apt,,Back Bay,0,,,3.0,450.0,1.0,42.352641,-71.073292,2016-02-17 07:45:37.001488
4549374,18286028,Entire home/apt,,South End,39,5.0,3.0,1.0,199.0,2.0,42.336278,-71.074311,2016-02-17 07:45:34.106542
9573758,28070133,Entire home/apt,,Brighton,0,,2.0,0.0,75.0,7.0,42.339593,-71.153247,2016-02-17 07:45:25.377040
4947526,25499738,Private room,,South Boston,20,5.0,2.0,1.0,103.0,1.0,42.340728,-71.050258,2016-02-17 07:45:18.008859
1868513,9419684,Entire home/apt,,South End,6,4.5,3.0,1.0,259.0,3.0,42.345295,-71.077962,2016-02-17 07:44:52.088790
8541464,41538684,Entire home/apt,,Fenway,3,4.5,3.0,1.0,200.0,3.0,42.350763,-71.100073,2016-02-17 07:44:16.675152
8469464,40833154,Private room,,Roxbury,6,4.0,2.0,1.0,59.0,1.0,42.325611,-71.081317,2016-02-17 07:43:53.616579
9576685,49569819,Entire home/apt,,Fenway,0,,4.0,1.0,159.0,5.0,42.3448,-71.087094,2016-02-17 07:43:41.769069
1960407,10013311,Private room,,Beacon Hill,56,4.5,2.0,1.0,115.0,1.0,42.356797,-71.06749,2016-02-17 07:43:27.446131
5856189,9230009,Entire home/apt,,Brighton,15,5.0,,2.0,170.0,,42.344895,-71.166775,2016-02-17 07:43:24.356484
197146,25188,Entire home/apt,,Back Bay,18,4.5,4.0,2.0,356.0,2.0,42.347946,-71.084882,2016-02-17 07:42:54.715802
4698367,2935501,Entire home/apt,,West Roxbury,42,5.0,4.0,2.0,100.0,2.0,42.277956,-71.161808,2016-02-17 07:42:45.418007
849408,4434391,Entire home/apt,,Roslindale,30,4.5,,3.0,289.0,4.0,42.28882,-71.13951,2016-02-17 07:42:03.182601
9843548,3360556,Shared room,,Back Bay,1,5.0,1.0,1.0,80.0,1.0,42.344707,-71.08475,2016-02-17 07:41:55.799657
10749312,55571157,Entire home/apt,,Jamaica Plain,0,,5.0,3.0,225.0,2.0,42.315899,-71.107456,2016-02-17 07:41:08.251450
886378,4426354,Private room,,Back Bay,6,4.5,2.0,1.0,75.0,1.0,42.351743,-71.08917,2016-02-17 07:40:51.361494
7954808,12243051,Entire home/apt,,South End,8,5.0,4.0,2.0,335.0,2.0,42.345491,-71.062422,2016-02-17 07:40:20.741669
5672200,23412310,Entire home/apt,,South Boston,53,5.0,,2.0,200.0,3.0,42.339079,-71.046827,2016-02-17 07:40:19.024910
11251617,29402797,Entire home/apt,,West Roxbury,0,,5.0,2.0,247.0,1.0,42.271713,-71.169246,2016-02-17 07:39:59.965507
4065072,25188,Entire home/apt,,Downtown,0,,2.0,0.0,239.0,30.0,42.355936,-71.05996,2016-02-17 07:39:48.246777
7633883,814298,Entire home/apt,,Beacon Hill,2,5.0,,3.0,769.0,2.0,42.357378,-71.071351,2016-02-17 07:39:35.716456
57156,271947,Entire home/apt,,Dorchester,11,4.5,2.0,1.0,95.0,7.0,42.310042,-71.049418,2016-02-17 07:39:20.122413
4044840,9419684,Entire home/apt,,South End,5,4.5,3.0,1.0,259.0,3.0,42.344999,-71.078029,2016-02-17 07:39:12.894567
77681,416912,Private room,,Charlestown,19,4.0,2.0,1.0,160.0,2.0,42.378533,-71.061769,2016-02-17 07:38:34.917686
5584915,6964793,Entire home/apt,,Dorchester,2,5.0,4.0,2.0,110.0,3.0,42.271975,-71.063785,2016-02-17 07:38:22.114144
6075481,13765922,Entire home/apt,,Back Bay,30,4.5,2.0,0.0,154.0,1.0,42.351994,-71.081896,2016-02-17 07:38:17.348812
6758462,22348222,Entire home/apt,,South End,0,,2.0,0.0,137.0,7.0,42.345003,-71.07747,2016-02-17 07:38:11.345156
1445064,4724006,Private room,,Charlestown,72,4.5,1.0,1.0,71.0,1.0,42.379633,-71.061916,2016-02-17 07:37:52.872662
6706463,34308622,Private room,,West Roxbury,1,,1.0,1.0,65.0,1.0,42.290673,-71.151141,2016-02-17 07:37:50.120055
7836038,18046526,Private room,,South Boston,9,5.0,2.0,1.0,100.0,1.0,42.331603,-71.055363,2016-02-17 07:37:39.323414
497810,2329611,Entire home/apt,,Downtown,103,4.5,,3.0,299.0,1.0,42.354393,-71.060094,2016-02-17 07:37:20.062360
10008626,27014807,Entire home/apt,,Chinatown,2,5.0,4.0,2.0,180.0,1.0,42.349558,-71.062199,2016-02-17 07:37:16.516424
8081480,42687114,Private room,,Roxbury,1,,2.0,1.0,110.0,1.0,42.336171,-71.083991,2016-02-17 07:37:15.213710
2473997,3875741,Private room,,Roxbury,27,4.5,5.0,1.0,79.0,2.0,42.327535,-71.082954,2016-02-17 07:36:57.024063
5146451,9663343,Private room,,Roxbury,29,4.5,2.0,1.0,60.0,1.0,42.326309,-71.083187,2016-02-17 07:36:30.646659
10138904,51673899,Entire home/apt,,Beacon Hill,3,5.0,,3.0,330.0,2.0,42.35642,-71.074008,2016-02-17 07:36:27.679260
8535768,20646040,Entire home/apt,,South Boston,0,,2.0,1.0,134.0,1.0,42.33069,-71.053074,2016-02-17 07:36:24.529468
6966297,31175333,Private room,,Dorchester,2,5.0,1.0,1.0,62.0,,42.29053,-71.059184,2016-02-17 07:35:46.087364
9755993,50314416,Entire home/apt,,Beacon Hill,3,5.0,2.0,0.0,100.0,2.0,42.359369,-71.071162,2016-02-17 07:35:03.739356
4580825,5578043,Entire home/apt,,North End,38,4.5,4.0,2.0,129.0,1.0,42.363218,-71.051448,2016-02-17 07:34:54.361908
7678756,25716111,Entire home/apt,,East Boston,1,5.0,2.0,1.0,79.0,3.0,42.3799,-71.029603,2016-02-17 07:34:40.410377
8518091,42202173,Private room,,Dorchester,13,4.5,2.0,1.0,65.0,1.0,42.296205,-71.048943,2016-02-17 07:34:31.170791
8252058,42838239,Private room,,East Boston,27,5.0,2.0,1.0,77.0,1.0,42.37208,-71.031983,2016-02-17 07:34:28.836856
7698631,5316617,Entire home/apt,,Back Bay,3,5.0,,2.0,425.0,1.0,42.353876,-71.080677,2016-02-17 07:34:06.310155
7053454,36992931,Private room,,Charlestown,7,5.0,2.0,1.0,150.0,1.0,42.380055,-71.063241,2016-02-17 07:33:01.329651
8302844,1846434,Entire home/apt,,Downtown,26,4.5,4.0,0.0,145.0,2.0,42.361094,-71.062441,2016-02-17 07:32:28.137219
1401625,25188,Entire home/apt,,South End,4,5.0,2.0,1.0,255.0,2.0,42.344036,-71.078892,2016-02-17 07:32:12.544792
1550047,1444340,Entire home/apt,,Roxbury,50,4.0,,3.0,330.0,2.0,42.338328,-71.081325,2016-02-17 07:32:04.438677
3827568,16442921,Private room,,Dorchester,7,4.0,1.0,1.0,55.0,3.0,42.318566,-71.05444,2016-02-17 07:31:56.063446
2381143,12165186,Entire home/apt,,Brighton,6,5.0,1.0,0.0,46.0,28.0,42.343992,-71.155896,2016-02-17 07:31:39.499400
2404610,9077069,Entire home/apt,,Allston,28,4.5,4.0,2.0,100.0,,42.353296,-71.130888,2016-02-17 07:31:35.560471
1634910,6689504,Private room,,Dorchester,0,,2.0,1.0,55.0,1.0,42.315497,-71.056801,2016-02-17 07:31:28.422233
34601,149379,Private room,,South End,3,4.5,2.0,1.0,200.0,6.0,42.341936,-71.080856,2016-02-17 07:31:13.242678
6933545,15472064,Private room,,Roslindale,54,4.5,2.0,1.0,54.0,1.0,42.288852,-71.131282,2016-02-17 07:31:10.596841
3036129,2090349,Entire home/apt,,Allston,0,,2.0,1.0,175.0,1.0,42.359965,-71.126334,2016-02-17 07:31:05.961200
7728508,12243051,Entire home/apt,,Back Bay,6,4.5,2.0,0.0,136.0,2.0,42.348924,-71.081273,2016-02-17 07:30:49.818562
8934152,4240,Entire home/apt,,Back Bay,5,5.0,4.0,2.0,100.0,3.0,42.348699,-71.086787,2016-02-17 07:30:34.400894
744191,25188,Entire home/apt,,Fenway,2,4.5,2.0,1.0,255.0,3.0,42.344892,-71.098693,2016-02-17 07:30:31.598557
4132983,9419684,Entire home/apt,,Back Bay,11,5.0,5.0,2.0,350.0,3.0,42.346026,-71.079917,2016-02-17 07:30:27.015793
8792448,46076242,Entire home/apt,,Downtown,0,,,2.0,225.0,2.0,42.35451,-71.062407,2016-02-17 07:29:57.299156
9534326,32974291,Shared room,,Fenway,0,,1.0,1.0,50.0,1.0,42.345519,-71.08846,2016-02-17 07:29:46.178829
8481291,8167936,Private room,,Jamaica Plain,2,5.0,2.0,1.0,69.0,1.0,42.312653,-71.099723,2016-02-17 07:29:42.031401
10036037,30283594,Entire home/apt,,Fenway,0,,5.0,2.0,169.0,3.0,42.343405,-71.098469,2016-02-17 07:29:33.872403
3615760,17000652,Entire home/apt,,East Boston,41,4.5,2.0,1.0,97.0,1.0,42.367356,-71.0392,2016-02-17 07:29:09.184907
5932402,2221632,Entire home/apt,,South End,0,,2.0,1.0,190.0,6.0,42.344745,-71.070257,2016-02-17 07:28:24.239584
1329627,25188,Entire home/apt,,Back Bay,2,3.0,2.0,1.0,259.0,2.0,42.348176,-71.08655,2016-02-17 07:28:20.679086
7841193,41311781,Private room,,South Boston,1,5.0,1.0,1.0,85.0,1.0,42.338128,-71.028109,2016-02-17 07:28:02.975779
8226058,21559684,Entire home/apt,,South End,2,5.0,,4.0,1000.0,30.0,42.340881,-71.07396,2016-02-17 07:27:56.875120
9644312,45038647,Private room,,West End,0,,2.0,1.0,95.0,1.0,42.3613,-71.071618,2016-02-17 07:27:32.601214
4479140,23181076,Entire home/apt,,Fenway,4,5.0,3.0,1.0,190.0,,42.345983,-71.089717,2016-02-17 07:26:51.263949
6452246,14007443,Private room,,Chinatown,37,5.0,2.0,1.0,149.0,,42.349616,-71.062072,2016-02-17 07:26:43.514822
6627469,4718853,Entire home/apt,,Dorchester,1,5.0,4.0,2.0,200.0,1.0,42.319109,-71.061683,2016-02-17 07:26:27.573580
8265471,5206005,Entire home/apt,,North End,4,5.0,2.0,1.0,112.0,2.0,42.365688,-71.054415,2016-02-17 07:26:12.947823
9849794,50711424,Private room,,Allston,0,,1.0,1.0,100.0,1.0,42.351934,-71.129544,2016-02-17 07:25:35.893347
4602191,20079643,Entire home/apt,,West End,0,,5.0,2.0,275.0,30.0,42.364157,-71.068119,2016-02-17 07:25:24.801209
5526487,28662210,Entire home/apt,,Mission Hill,16,4.5,,3.0,275.0,3.0,42.330851,-71.096554,2016-02-17 07:25:22.929497
9383758,38340020,Private room,,Allston,2,4.0,3.0,1.0,50.0,1.0,42.351876,-71.137699,2016-02-17 07:24:43.276608
9273978,814298,Entire home/apt,,Beacon Hill,0,,2.0,0.0,229.0,2.0,42.357767,-71.0721,2016-02-17 07:24:38.826731
2214923,9419684,Entire home/apt,,Fenway,0,,5.0,2.0,306.0,3.0,42.344324,-71.097563,2016-02-17 07:24:03.917453
8165898,30283594,Entire home/apt,,Fenway,1,5.0,5.0,2.0,399.0,3.0,42.343376,-71.101278,2016-02-17 07:22:59.051469
77691,119019,Private room,,Dorchester,179,4.5,3.0,1.0,75.0,1.0,42.297709,-71.059791,2016-02-17 07:22:51.305634
